title,speakers,track,youtube_url,source_url,status,relevance,summary_path
From fork() to Fleet: Designing an Agent Sandbox Cloud Pt2,Abhishek Bhardwaj,Sandbox & Platform Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From framework to runtime: running agents with Foundry Agent Service,Tina Manghnani; Keiji Kanazawa,Track M,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From Manual Drones to Autonomous Multi-Agent Missions,Suchet Bargoti,Robotics & World Models,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From RL to IRL,Gaurav Mishra,Computer Use,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From Self-Driving Monorepo to Self-Driving Cars,Amit Navindgi,Robotics & World Models,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From Signal to PR: Anatomy of a Self-Improving Agent,Jason Lopatecki,Evals,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From Tokenmaxxing to Trusted Throughput,Mingsheng Hong,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Generative UI... in Python?,Jeremiah Lowin,Design Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Guardians of the State: How We Built an Air-Gapped AI Fortress for Consumer Data,Rachna Srivastava,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Harnessing Agents: The Durable Runtime for Dynamic Workflows,Viren Baraiya,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Harnessing Collective Agent Intelligence for Open Science,James Zou,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How do you diffuse AI into the real world?,Varun Shenoy,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How to avoid disaster when vibe-coding a billing engine,Andrew Garvin,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How to generate mergeable code with a context engine,Peter Werry,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How to Kill the Code Review,Ankit Jain,AI Architects: Tokenmaxxing,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How Web Data Infrastructure Powers the Next Generation of AI,Patricija Žemaitytė,Computer Use,,https://www.ai.engineer/worldsfair/schedule,missing,5,
I gave an AI a body,Cyrus Clarke,Robotics & World Models,,https://www.ai.engineer/worldsfair/schedule,missing,5,
I Let Agents Refactor My Codebase for 3 Weeks. Then I Read the Code.,Keiji Kanazawa,AI Architects: Tokenmaxxing,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Improving Agents is a Data Mining Problem,Vivek Trivedy,Memory & Continual Learning,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"In the Land of AI Agents, the Verifiers Are King",Tariq Shaukat,Software Factories,https://www.youtube.com/watch?v=4sX_He5c4sI&t=1500s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Inference is the New Training Loop: Architecting High-Reliability Agents and Continuous AI Systems,David Corbitt,Posttraining & Midtraining,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Intelligence + Continual Learning = Expertise,Yu Su,Memory & Continual Learning,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Intelligent Model Routing: Frontier Performance Without Frontier Bills,Tomás Hernando Kofman,Sandbox & Platform Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
It’s Tokens All The Way Down: How RLMs are Different,Kevin Madura,Context Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Kubernetes Is Not Your Sandbox,Ivan Burazin,Sandbox & Platform Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Latency Is a Budget. Humanlike Is the Goal.,Jesse Hall,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Letting the Interns Loose — How We Accelerated AI Adoption.,Shashank Goyal,Sandbox & Platform Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
LLM Knowledge Bases: a practical guide,Ben Holmes,Memory & Continual Learning,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"MCP Apps: Give the Model Data, Give the User a UI",Dustin Mihalik,Context Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
MCP Tasks (async)/ Why the heck aren't any agents supporting MCP tasks/async?,Cornelia Davis,Context Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Memory Harnesses for Long-Running Research Agents,Stefania Druga,Memory & Continual Learning,https://www.youtube.com/watch?v=4sX_He5c4sI&t=9600s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Model Whisperers: How Evals and Prompts Shape Agent Behavior,Chris Souza; Preetika Bhateja; Daniel Bump,Evals,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Mousepower: agents that can’t be measured, can’t be managed.",Maximillian Piras,Design Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Natively Multimodal from Step Zero,,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Prompt, Memory, Weights: The Architecture Decisions Most AI Teams Make by Accident",Anant Srivastava,Context Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Reinforcement Learning without Verifiable Rewards,Will Brown,Posttraining & Midtraining,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Sandboxes Aren't Optional: Runtime Isolation Patterns for Coding Agents at Scale,Robert Brennan,Sandbox & Platform Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Scaling up Continual Learning,Ronak Malde,Memory & Continual Learning,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Self-Improvement of Context, Harness, and Model Weights through Reflective Optimization",Lakshya Agrawal,Autoresearch,https://www.youtube.com/watch?v=4sX_He5c4sI&t=19500s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Stop Renting Intelligence: The Train-to-Deploy Loop for Specialized AI,Jetashree Ravi,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Surviving Your Own Velocity: How VS Code Ships Weekly with 40 People,Harald Kirschner,Expo Stage 2,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Chief AI Officer: A framework for the emerging Swiss Army Knife of roles,Rania Khalaf,AI Architects: Tokenmaxxing,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Dark Arts of Web Automation: Teaching Agents to Use Websites Like Humans,Corey Gallon,Computer Use,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Death of Keyword Search and the Rise of Agent-Readable Catalogs,Nixon Dinh,Expo Stage 3,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Death of the Code Review,Laurie Voss,AI Architects: Tokenmaxxing,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Design-Code Roundtrip That Isn't,Jonathan Gordon,Design Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Frontier Is Coming Home,Dylan Couzon,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Infinite Context Window Is a Myth: Context Engineering for AI Agents,Elizabeth Fuentes Leone,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Missing Layer: Design Taste in AI Agents // Stop Letting Your Agents Ship Ugly UIs,Hassan El Mghari,Design Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Next Trillion Users of the Internet Still Don't Have an Identity,Adi Singh,Sandbox & Platform Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Rise of CaaS: Context-as-a-Service for Agentic AI,Omer Primor,Computer Use,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Self-Improving OSS Agent Stack,,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The state of AI in software development: Insights across 400+ organizations,Justin Reock,AI Architects: Tokenmaxxing,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Universal Remote Control for AI,Alex Hancock,Context Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Tokenomics: From AI Spend to AI Value,Martin Harrysson; Matt Linderman; Prakhar Dixit,CTO Circle,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Training Frontier Models to Out-Think Hackers,Uri Rolls; Thom Wolf,Data Quality,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Vending-Bench: Long-Horizon Agent Evals for a Simulated Vending Business,Lukas Petersson,Evals,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Warp: Building Self-Improving Agent Software Factories,Suraj Gupta,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Why Agents Should Have Their Own Sandbox,Philipp Schmid,Expo Stage 1,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Why your company needs a context graph, and how to build it",Gil Feig,Expo Stage 3,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Will AI predict people like we predict the weather? (alternate title “A field guide to synthetic personas for market research”),Ishan Anand,Computer Use,,https://www.ai.engineer/worldsfair/schedule,missing,5,
WTF Is the Context Layer? The Missing Infrastructure for Production Agents,Prukalpa Sankar,Context Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your agent architecture has a half-life of 6 months,Dan Farrelly,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Your agent needs a sandbox, not a desert",Samuel Colvin,Sandbox & Platform Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"🎵 Every step you take, every call you make - the reliable agent stack",Giselle van Dongen,Harness Engineering,https://www.youtube.com/watch?v=I2cbIws9j10&t=17700s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
"$100,000 AIE Startup Battlefield — presented by Hyperagent",Howie Liu,Startup Battlefield,,https://www.ai.engineer/worldsfair/schedule,missing,5,
200 Million Patient Interactions Later: What the Generic Voice Stack Misses,Vivek Muppalla,AI in Healthcare,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Agent Frameworks Considered Harmful,Rémi Louf,Harness Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Agents That Forge Their Own Tools: Self-Modifying AI in the Wild,Sandhya Subramani,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Agents Without Code: How Skills, YAML, and Filesystems Replaced Python",Philipp Schmid,Harness Engineering,https://www.youtube.com/watch?v=I2cbIws9j10&t=24300s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
AI Agents Are Just Distributed Systems Now,Salman Munaf,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
ALPHALAB: Autonomous Multi-Agent Research Across Optimization Domains with Frontier LLMs,Brendan Rappazzo,AI in Finance,,https://www.ai.engineer/worldsfair/schedule,missing,5,
An AI Future Without the Lock-In,Remy Guercio,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Anthropic's CCA Exam as a Field-Guide for Agentic Engineering,Frank Coyle,Agentic Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Are LLM Performance Benchmarks Reliable?,Ashok Chandrasekar; Jason Kramberger,Inference,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"ARIA, how we built autoresearch with autoresearch",Zubin Aysola,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Benchmarking Coding Agents on New vs Legacy Code bases,Denys Linkov,Agentic Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Benchmarking VS Code with VSC-Bench: How to measure agent performance,Ross Wollman,Track M,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Beyond RAG: See a relational context engine reduce token burn,Brandon Waselnuk,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Beyond the Lethal Trifecta: Agentic Commerce on the Open Internet at Machine Speed,David Levine,Agentic Commerce,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Blast Radius Zero: One‑Command OpenClaw Sandboxes in the Cloud,Arun Sekhar,Track M,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Build for the Memo, Not the Demo — Notes from 200 Investment Committees",Shawn Chan,AI in Finance,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Building an Agentic Video Editor for Mass Consumer,Ekaterina Deyneka,Generative Media,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Building GTM AI Agents: Lessons from Deploying to 6,000 Users",Sait Izmit,AI in GTM,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Citation Needed: Provenance for LLM-Built Knowledge Graphs,Daniel Chalef,Graphs,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Codex, Behind the Harness",Dominik Kundel,Agentic Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Coding Agents Don't Scale Themselves. Neither Do Your Teams.The Rise of Agent Enablement.,Patrick Debois,AI Architects: AI Factories,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"CrabRAG: Why Automated Assistants Need Graph Memory, Not More Tokens",Stephen Chin,Graphs,,https://www.ai.engineer/worldsfair/schedule,missing,5,
DeepSWE: expert code datasets,Serena Ge,Agentic Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Designing Multimodal Collaborative Agents for Next-Gen Commerce,Nidhi Kaushik Vyas,Agentic Commerce,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Diagnosing agent failures in production,Pamela Fox,Track M,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Don't be data poor,Anuj Iravane,AI in Healthcare,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Evaluating and optimizing AI agents: from observability to continuous improvement,Chang Liu,Track M,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Everyone talks about document search, but what about results?",George He,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
FinOps for AI Agents: Who Spent All the Tokens?,Tisha Chawla; Susheem Koul,AI Architects: AI Factories,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From Ambient Documentation to Clinical Intelligence,Chaitanya Asawa,AI in Healthcare,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From Systems of Record to Systems of Context,Omri Bruchim,Graphs,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Give the Agent a Budget, Not a Token",Sachin Malhotra,AI Architects: AI Factories,,https://www.ai.engineer/worldsfair/schedule,missing,5,
GTM Engineering: The Technical Bits,Everett Berry,AI in GTM,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Guardrails First: Engineering Member-Facing Health AI,Rashi Agrawal,AI in Healthcare,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Guide, Verify, Solve: The Engineering Discipline Agentic Development Demands",Anirban Chatterjee,Agentic Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Harness Engineering: Building the Production Cage for Powerful Domain Agents,Mike Chambers,Harness Engineering,https://www.youtube.com/watch?v=I2cbIws9j10&t=11100s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Harness Engineering: The New Core Skill for Agentic Developers,Dru Knox,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Healthcare’s Agent Bytecode: X12 as the Harness for AI Agents,Vasant Kearney,AI in Healthcare,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How AI Agents Let GTM Teams Scale,Justin Joyce,AI in GTM,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How Anthropic Builds: Lessons from Labs,Mike Krieger; swyx,Harness Engineering,https://www.youtube.com/watch?v=I2cbIws9j10&t=3600s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
How Kepler Built Verifiable AI for Financial Services,Vinoo Ganesh,AI in Finance,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How to build an AI-Native Health Company,Dan Feng,AI in Healthcare,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How We Got LLMs to Recommend Our Open Source Library (Without Paying or Plug-ins),Christopher Burns,AI in GTM,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How we Solved Agent Building,Andrew Qu,Harness Engineering,https://www.youtube.com/watch?v=I2cbIws9j10&t=22800s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
HTML Is All Agents Need,James Russo,Generative Media,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Inside 847 Production Clinical AI Notes,Sebastian Fox,AI Architects: AI Factories,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Let's integrate AI Agents in Event-Sourced Systems,Divakar Kumar,AI in Finance,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Local Models: Trust, Control, Optimization",Carter Abdallah; Vincent Weisser; Lucas Atkins; Chris Alexiuk,Local AI,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Local Models: Trust, Control, Optimization",Carter Abdallah; Vincent Weisser; Lucas Atkins; Chris Alexiuk,Local AI,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Loophole - Adversarial Agents To Stress Test Your Morality,Brendan Rappazzo,Harness Engineering,https://www.youtube.com/watch?v=I2cbIws9j10&t=16200s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
MCP doesn’t suck — your agent does,Jan Curn,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"MCPs, CLIs, and Skills: Choosing the Right Tooling Layer for Agentic Development",Nikita Kothari,Agentic Engineering,https://www.youtube.com/watch?v=I2cbIws9j10&t=7800s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Multiplayer agentic engineering: enabling your whole team and your best agents to work together,Arjun Singh,Agentic Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"No Memory, No Harness: Why the Database Is the Last Line of Defense",Kay Malcolm,Harness Engineering,https://www.youtube.com/watch?v=I2cbIws9j10&t=21000s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
"No, That's Not a Software Factory",Ryan Cooke,Expo Stage 3,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Operating Distributed Inference Systems at Scale,Nishant Gupta; Naman Ahuja,Inference,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Preferences > Benchmarks: Model Routing for How Teams Actually Build,Archana Kamath; Tyler Gillam,AI Architects: AI Factories,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Realtime multiplayer, automation, and you!",Idan Gazit,Agentic Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Routing LLM Inference in Production: From Engine Signals to Policy,Qianru Lao; Lu Zhang,Inference,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Shipping AI to a Million Patients Without an A/B Test,Jared Joselowitz,AI in Healthcare,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Simulation-Maxxing: How Nubank ships agents 20× faster with simulations,Shreya Rajpal; Aman Gupta,AI in Finance,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Skills are new features: Building Skill-Centric Harness for Agentic Products,Yogendra Miraje,AI in Finance,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Stop Model Shopping: Why Ownership Beats Choice in the Agent Stack,Pranay Bhatia,Inference,,https://www.ai.engineer/worldsfair/schedule,missing,5,
TCP and RDMA are Killing Inference Throughput; Homa can Fix It,John Ousterhout,Software Factories,https://www.youtube.com/watch?v=I2cbIws9j10&t=1200s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Teaching agents to pay,Anna Spysz,Agentic Commerce,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Tell the Robot What You Want,Sandhya Subramani,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The 2026 State of AI Engineering,Barr Yaron,Harness Engineering,https://www.youtube.com/watch?v=I2cbIws9j10&t=0s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
The Agent Behind the Curtain: Building the Oz Cloud Agent Platform,Safia Abdalla,AI Architects: AI Factories,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Agentic Commerce Stack,Ahnaf Prio,Agentic Commerce,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Art of Building Verifiers for Computer Use Agents,Miguel González Fernández; Corby Rosset,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Building Blocks of GTM Orchestration,Arman Vaziri,AI in GTM,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Death of Developer Advocates,Stephanie Jarmak,AI in GTM,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Frontier AI Inference Cloud for Agents,Byung-Gon (Gon) Chun,Inference,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Human Is an Async API,Melanie Warrick,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Lethal Trifecta Is Already on Your Developers' Laptops,Michael Patterson,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Missing Layer in Agentic AI,Giedrius Steimantas,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Next Run Should Be Better,Jake Broekhuizen,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Signal Layer: What to Build When Anything Can Be Built,Lena Hall,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Software Factory,,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Unreasonable Effectiveness of Separating the Task from the Model,Maxime Rivest; Isaac Miller,Harness Engineering,https://www.youtube.com/watch?v=I2cbIws9j10&t=2400s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Tokens Should Have Jobs,Katelyn Lesse; Angela Jiang,Harness Engineering,https://www.youtube.com/watch?v=I2cbIws9j10&t=6300s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Tracing and debugging agents across systems with OpenTelemetry,Chang Liu,Track M,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Tribal Dungeons of Global Shipping: AI Agents at Global Scale,Dmitry Buykin,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Two Bugs That Hid in Plain Sight: A vLLM Debugging Detective Story,Asaf Gardin; Yuval Belfer,Inference,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Vector Isn't Enough: Hybrid Search & Retrieval for AI Engineers,,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Velocity Sickness: What Happens When Your Whole Team Gets 10x Faster,Matt Dailey,Agentic Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Video Discovery for Agentic World-Model Training,Rafael Levi,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Video Has No Memory. Here's How We Built One.,James Le,Graphs,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Voice is the universal interface,Kwindla Kramer; Neil Zeghidour,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
We let an AI agent execute Bash and lived to talk about it,Sarah Sanders,Harness Engineering,https://www.youtube.com/watch?v=I2cbIws9j10&t=19500s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
"We Vetted 2,000 AI Skills Before They Reached Developers",Lucas Palma,AI in Finance,,https://www.ai.engineer/worldsfair/schedule,missing,5,
What If Your Chip Design Team Moved Like a Single Body?,Khaled Alashmouny; Abduallah Mohamed,AI Architects: AI Factories,,https://www.ai.engineer/worldsfair/schedule,missing,5,
When AI Agents Pay and Sellers Monetize: Building x402 Apps for Agentic Commerce on AWS,Anil Nadiminti,Agentic Commerce,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Which AI startups actually land enterprise contracts? Lessons from evaluating 100+ AI startups at Millennium Management,Brian Lewis,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
While my guitar gently speaks,Todd Fisher,Generative Media,,https://www.ai.engineer/worldsfair/schedule,missing,5,
While You Were Generating: The Verification Gap Nobody Talked About,Ali Adl-Tabatabai,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Why Agentic Systems Need Ontologies,Frank Coyle,Graphs,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Why We Killed Our Multi-Agent Pipeline: Lessons From Pharma Commercial Intelligence,Subbiah Sethuraman; Abhilash Asokan,Graphs,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Why Your AI Agent Needs a Wallet: Agentic commerce on Arc with USDC and Nanopayments,Harshal Bhangale,Agentic Commerce,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Why Your Enterprise Tech Stack Isn't Ready for AI Agents - And What to Build Instead,Christopher Lovejoy; Saul Howard,AI in Healthcare,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"YOLO Mode, Safely: microVM Sandboxes for Any Agent",Rowan Christmas,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your Agent Can't Tell If It's Right,Willem Pienaar,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your Agent Just Authorized What?!,Jay Mok,Agentic Commerce,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your AI Agent Has No Nervous System,Matt Gibiec,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your Finance Agent's Bottleneck Is You,Ramana Siddanth Emani,AI in Finance,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your Hero Agent Needs a Party,Kunal Lanjewar,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your Moat Is Your Data Model,Mike Phipps,Graphs,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your Model is Private. Your System Isn't.,Joshua Mo,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"WF2026: Autoresearch & Keynotes ft. Anthropic, Google DeepMind, Amazon AGI, Sonar, Arena, Recursive",несколько спикеров,Main livestream,https://www.youtube.com/watch?v=4sX_He5c4sI,https://www.ai.engineer/worldsfair/schedule,summarized,5,summaries/wf2026-autoresearch-keynotes-ft-anthropic-google-deepmind-amazon-agi-sonar-arena-recursive.md
"WF2026: Software Factories & Keynotes ft. Microsoft, OpenAI, OpenClaw, Z.ai (GLM), MiniMax, HF",несколько спикеров,Main livestream,https://www.youtube.com/watch?v=htM02KMNZnk,https://www.ai.engineer/worldsfair/schedule,summarized,5,summaries/wf2026-software-factories-keynotes-ft-microsoft-openai-openclaw-z-ai-glm-minimax-hf-htm02k.md
"WF26: Harness Engineering & Startup Battlefield ft. Garry Tan, Mike Krieger, @t3dotgg , DSPy",несколько спикеров,Main livestream,https://www.youtube.com/watch?v=I2cbIws9j10,https://www.ai.engineer/worldsfair/schedule,summarized,5,summaries/wf26-harness-engineering-startup-battlefield-ft-garry-tan-mike-krieger-t3dotgg-dspy-i2cbiw.md
10x - Reimagining Mobile Development Workflow,"Orel Zion, stag.build",Online Track,https://www.youtube.com/watch?v=rCVVsxHWai8,https://www.ai.engineer/worldsfair/schedule,summarized,5,summaries/10x-rcvvsxhwai8.md
"Agents Need Receipts, Not More Tool Calls","Armanas Povilionis, Alithea Bio",Online Track,https://www.youtube.com/watch?v=Q9ycQHbDdJs,https://www.ai.engineer/worldsfair/schedule,summarized,5,summaries/agents-need-receipts-not-more-tool-calls-q9ycqhbddjs.md
AI-Driven Multi-Document Correlation for Financial Compliance,"Varsha Shah, Independent",Online Track,https://www.youtube.com/watch?v=Iwe_RY-fYgI,https://www.ai.engineer/worldsfair/schedule,summarized,5,summaries/ai-driven-multi-document-correlation-financial-compliance.md
Beyond the Harness: A Journey Towards Adaptative Engineering,"Rajiv Chandegra, Annicha Labs",Online Track,https://www.youtube.com/watch?v=qdZzND79mcg,https://www.ai.engineer/worldsfair/schedule,summarized,5,summaries/beyond-the-harness-a-journey-towards-adaptative-engineering-qdzznd79mcg.md
Browser Agents Don't Need Better Models. They Need Better Eyes.,"Kushan Raj, ARK",Online Track,https://www.youtube.com/watch?v=JnubYCYunk8,https://www.ai.engineer/worldsfair/schedule,summarized,5,summaries/browser-agents-need-better-eyes.md
Deterministic Infra for Non-Deterministic AI Agents,"Nishant Gupta, Meta Superintelligence Labs",Online Track,https://www.youtube.com/watch?v=APh1Vx0oLmQ,https://www.ai.engineer/worldsfair/schedule,summarized,5,summaries/deterministic-infra-for-non-deterministic-ai-agents.md
Every Solo Agent Builder Eventually Reinvents a Worse Version of CI/CD,Sumaiya Shrabony,Online Track,https://www.youtube.com/watch?v=WLXxTaPagA8,https://www.ai.engineer/worldsfair/schedule,summarized,5,summaries/every-solo-agent-builder-eventually-reinvents-a-worse-version-of-ci-cd-wlxxtapaga8.md
